date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:47:16	8151/8151	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:21%20GMT	https://spoj.sphere.pl/problems/WORDS1/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/WORDS1/index.html	(from https://spoj.sphere.pl/problems/)
22:47:16	8965/8965	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:21%20GMT	https://spoj.sphere.pl/problems/BOOKS1/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/BOOKS1/index.html	(from https://spoj.sphere.pl/problems/)
22:47:16	9219/9219	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:21%20GMT	https://spoj.sphere.pl/problems/SCYPHER/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/SCYPHER/index.html	(from https://spoj.sphere.pl/problems/)
22:47:17	7804/7804	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:21%20GMT	https://spoj.sphere.pl/problems/ADDREV/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/ADDREV/index.html	(from https://spoj.sphere.pl/problems/)
22:47:17	8838/8838	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:21%20GMT	https://spoj.sphere.pl/problems/COMMEDIA/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/COMMEDIA/index.html	(from https://spoj.sphere.pl/problems/)
22:47:18	9088/9088	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:22%20GMT	https://spoj.sphere.pl/problems/BEADS/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/BEADS/index.html	(from https://spoj.sphere.pl/problems/)
22:47:18	8584/8584	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:22%20GMT	https://spoj.sphere.pl/problems/TOUR/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/TOUR/index.html	(from https://spoj.sphere.pl/problems/)
22:47:18	8741/8741	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:22%20GMT	https://spoj.sphere.pl/problems/INCARDS/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/INCARDS/index.html	(from https://spoj.sphere.pl/problems/)
22:47:18	9350/9350	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:23%20GMT	https://spoj.sphere.pl/problems/HAREFOX/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/HAREFOX/index.html	(from https://spoj.sphere.pl/problems/)
22:47:18	7702/7702	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:23%20GMT	https://spoj.sphere.pl/problems/JULKA/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/JULKA/index.html	(from https://spoj.sphere.pl/problems/)
22:47:19	15352/15352	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:23%20GMT	https://spoj.sphere.pl/?css=/themes/skin1.css	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/indexb6a4.html	(from https://spoj.sphere.pl/problems/)
22:47:19	15352/15352	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:23%20GMT	https://spoj.sphere.pl/?css=/themes/skin2.css	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/index3840.html	(from https://spoj.sphere.pl/problems/)
22:47:19	15352/15352	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:24%20GMT	https://spoj.sphere.pl/?css=/themes/skin3.css	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/index80f0.html	(from https://spoj.sphere.pl/problems/)
22:47:20	232/232	---M--	302	error ('Found')	text/html	date:Tue,%2010%20Jan%202006%2004:47:25%20GMT	https://spoj.sphere.pl/problems/classical/?sort=5	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/classical/index4a4d.html	(from https://spoj.sphere.pl/problems/classical/)
22:47:20	232/232	---M--	302	error ('Found')	text/html	date:Tue,%2010%20Jan%202006%2004:47:25%20GMT	https://spoj.sphere.pl/problems/classical/?sort=2	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/classical/indexa1a1.html	(from https://spoj.sphere.pl/problems/classical/)
22:47:20	232/232	---M--	302	error ('Found')	text/html	date:Tue,%2010%20Jan%202006%2004:47:25%20GMT	https://spoj.sphere.pl/problems/classical/?sort=1	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/classical/indexfda1.html	(from https://spoj.sphere.pl/problems/classical/)
22:47:20	5161/5161	U-----	200	untouched ('OK')	text/css	etag:%22977e-1429-f4402b80%22	https://spoj.sphere.pl/themes/skin1.css	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/themes/skin1.css	(from https://spoj.sphere.pl/problems/)
22:47:21	5381/5381	U-----	200	untouched ('OK')	text/css	etag:%22977d-1505-f4402b80%22	https://spoj.sphere.pl/themes/skin2.css	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/themes/skin2.css	(from https://spoj.sphere.pl/problems/)
22:47:21	232/232	---M--	302	error ('Found')	text/html	date:Tue,%2010%20Jan%202006%2004:47:26%20GMT	https://spoj.sphere.pl/problems/classical/?sort=7	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/classical/index5945.html	(from https://spoj.sphere.pl/problems/classical/)
22:47:22	19080/19080	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:26%20GMT	https://spoj.sphere.pl/problems/challenge/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/challenge/index.html	(from https://spoj.sphere.pl/problems/challenge)
22:47:22	16905/16905	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:27%20GMT	https://spoj.sphere.pl/problems/tutorial/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/tutorial/index.html	(from https://spoj.sphere.pl/problems/)
22:47:29	232/232	---M--	302	error ('Found')	text/html	date:Tue,%2010%20Jan%202006%2004:47:34%20GMT	https://spoj.sphere.pl/problems/classical/sort=0,start=50?sort=5	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/classical/sort=0,start=504a4d.html	(from https://spoj.sphere.pl/problems/classical/sort=0,start=50)
22:47:36	28484/28484	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:37%20GMT	https://spoj.sphere.pl/problems/classical/sort=2	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/classical/sort=2.html	(from https://spoj.sphere.pl/problems/classical/sort=0,start=50)
22:47:45	28525/28525	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:49%20GMT	https://spoj.sphere.pl/problems/classical/sort=6	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/classical/sort=6.html	(from https://spoj.sphere.pl/problems/classical/sort=0,start=50)
22:47:52	8955/8955	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:53%20GMT	https://spoj.sphere.pl/problems/JASIEK/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/JASIEK/index.html	(from https://spoj.sphere.pl/problems/classical/sort=0,start=50)
22:47:52	8060/8060	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:53%20GMT	https://spoj.sphere.pl/problems/DYZIO/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/DYZIO/index.html	(from https://spoj.sphere.pl/problems/classical/sort=0,start=50)
22:47:52	28557/28557	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:53%20GMT	https://spoj.sphere.pl/problems/classical/sort=7	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/classical/sort=7.html	(from https://spoj.sphere.pl/problems/classical/sort=0,start=50)
22:47:53	8476/8476	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:57%20GMT	https://spoj.sphere.pl/problems/PICAD/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/PICAD/index.html	(from https://spoj.sphere.pl/problems/classical/sort=0,start=50)
22:47:53	8464/8464	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:57%20GMT	https://spoj.sphere.pl/problems/BIA/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/BIA/index.html	(from https://spoj.sphere.pl/problems/classical/sort=0,start=50)
22:47:53	9122/9122	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:58%20GMT	https://spoj.sphere.pl/problems/DANCE/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/DANCE/index.html	(from https://spoj.sphere.pl/problems/classical/sort=0,start=50)
22:47:53	8307/8307	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:58%20GMT	https://spoj.sphere.pl/problems/BRCKTS/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/BRCKTS/index.html	(from https://spoj.sphere.pl/problems/classical/sort=0,start=50)
22:47:53	7082/7082	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:58%20GMT	https://spoj.sphere.pl/problems/IMP/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/IMP/index.html	(from https://spoj.sphere.pl/problems/classical/sort=0,start=50)
22:47:54	7893/7893	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:58%20GMT	https://spoj.sphere.pl/problems/SQRBR/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/SQRBR/index.html	(from https://spoj.sphere.pl/problems/classical/sort=0,start=50)
22:47:54	7166/7166	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:58%20GMT	https://spoj.sphere.pl/problems/PERMUT1/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/PERMUT1/index.html	(from https://spoj.sphere.pl/problems/classical/sort=0,start=50)
22:47:54	8339/8339	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:59%20GMT	https://spoj.sphere.pl/problems/BALL1/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/BALL1/index.html	(from https://spoj.sphere.pl/problems/classical/sort=0,start=50)
22:47:54	8823/8823	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:59%20GMT	https://spoj.sphere.pl/problems/CRSCNTRY/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/CRSCNTRY/index.html	(from https://spoj.sphere.pl/problems/classical/sort=0,start=50)
22:47:54	8335/8335	U--M--	200	updated ('OK')	text/html	date:Tue,%2010%20Jan%202006%2004:47:59%20GMT	https://spoj.sphere.pl/problems/CUTOUT/	C:/Misc/SPOJ/WebsiteCopy/SPOJ/spoj.sphere.pl/problems/CUTOUT/index.html	(from https://spoj.sphere.pl/problems/classical/sort=0,start=50)
